lang,similarity
am,0.85357434
am,0.82961106
am,0.8166271
am,0.89749926
am,0.8958436
am,0.90424573
am,0.90526634
am,0.90712225
am,0.9098188
am,0.90932256
am,0.9083426
am,0.8690164
am,0.8712476
am,0.90637547
am,0.901958
am,0.8770449
am,0.8780665
am,0.90699977
am,0.9078632
am,0.9004829
am,0.8999839
am,0.8899223
am,0.89247537
am,0.84126973
am,0.8431848
am,0.85039836
am,0.8620834
am,0.8543422
am,0.8553855
am,0.8460985
am,0.862213
am,0.87205774
am,0.87380064
am,0.87943345
am,0.8796112
am,0.87245977
am,0.8754186
am,0.8769887
am,0.87991637
am,0.88042605
am,0.88638777
am,0.8495738
am,0.8494089
am,0.8689961
am,0.85854805
am,0.8467175
am,0.84633464
am,0.8660842
am,0.85969645
am,0.8767889
am,0.874881
am,0.8610379
am,0.8614877
am,0.88087296
am,0.8826756
am,0.8831815
am,0.8938501
am,0.88337326
am,0.88346845
am,0.90728223
am,0.91085887
am,0.883178
am,0.8966765
am,0.9065374
am,0.9112401
am,0.88164836
am,0.88355887
am,0.901621
am,0.90406674
am,0.8908432
am,0.895302
am,0.9075764
am,0.90652597
am,0.8717245
am,0.872704
am,0.8444498
am,0.847954
am,0.8697485
am,0.86720264
am,0.8710387
am,0.87512636
am,0.87243927
am,0.87357354
am,0.85337776
am,0.8539965
am,0.87321615
am,0.87701386
am,0.87710226
am,0.8809651
am,0.8806186
am,0.8817835
am,0.88141227
am,0.8878427
am,0.8678236
am,0.86903095
am,0.85322535
am,0.84812117
am,0.8783139
am,0.87282836
am,0.8779543
am,0.87489915
am,0.872541
am,0.87013507
am,0.9075467
am,0.90768605
am,0.9028357
am,0.9054433
am,0.89442056
am,0.89490384
am,0.90459156
am,0.9100646
am,0.8836652
am,0.8808506
am,0.8888486
am,0.89437443
am,0.9067102
am,0.90553707
am,0.8994254
am,0.90249085
am,0.9045112
am,0.90928674
am,0.8825888
am,0.88449234
am,0.8742486
am,0.8783593
am,0.8717317
am,0.87619025
am,0.87600744
am,0.8839891
am,0.8730587
am,0.87868124
am,0.8450471
am,0.85414296
am,0.8465591
am,0.84868646
am,0.863161
am,0.8547565
am,0.8713773
am,0.8723869
am,0.86196476
am,0.8587942
am,0.8584662
am,0.86170566
am,0.89975375
am,0.90224826
am,0.90514886
am,0.9042322
am,0.89343125
am,0.8948388
am,0.87708944
am,0.8793962
am,0.903363
am,0.90856093
am,0.8770246
am,0.8814373
am,0.87494904
am,0.8812998
am,0.8790412
am,0.8862114
am,0.873212
am,0.8788103
am,0.85002077
am,0.8591195
am,0.8761142
am,0.87609994
am,0.86869156
am,0.874257
am,0.8511913
am,0.8535428
am,0.8719296
am,0.87472606
am,0.87608665
am,0.8758235
am,0.89299977
am,0.89538616
am,0.90390766
am,0.90820295
am,0.87871355
am,0.88054067
am,0.9001251
am,0.9026709
am,0.9063882
am,0.905009
am,0.8436192
am,0.8431079
am,0.83020896
am,0.8514669
am,0.8314771
am,0.85059553
am,0.8352114
am,0.84529376
am,0.8545654
am,0.85771286
am,0.85426
am,0.8660687
am,0.8567412
am,0.8663772
am,0.8557902
am,0.8584893
am,0.8556446
am,0.86817753
am,0.83734375
am,0.8404232
am,0.82814485
am,0.8371335
am,0.8563993
am,0.8492943
am,0.8274481
am,0.8370883
am,0.8258184
am,0.820453
am,0.84247017
am,0.84103924
am,0.8392813
am,0.8464716
am,0.8370399
am,0.8468584
am,0.85366946
am,0.84707296
am,0.83580244
am,0.8448726
am,0.83964354
am,0.83953375
am,0.85131323
am,0.8488816
am,0.86659557
am,0.8658905
am,0.8738537
am,0.8738895
am,0.8752725
am,0.8749751
am,0.86907595
am,0.8684798
am,0.8806073
am,0.877227
am,0.8869312
am,0.8864355
am,0.88553506
am,0.88351876
am,0.89084876
am,0.8901348
am,0.85448617
am,0.8554317
am,0.8749867
am,0.87419015
am,0.87871134
am,0.87913525
am,0.8532346
am,0.85395926
am,0.8757857
am,0.8742779
am,0.8767295
am,0.87696064
am,0.8599618
am,0.85333705
am,0.85914344
am,0.8529191
am,0.83620834
am,0.8322183
am,0.85977286
am,0.85440046
am,0.85569507
am,0.8517325
am,0.8681945
am,0.86474824
am,0.8697704
am,0.86260927
am,0.838008
am,0.8337718
am,0.8679779
am,0.86382145
am,0.8629747
am,0.8600271
am,0.83706796
am,0.8427202
am,0.8669397
am,0.8677475
am,0.8755042
am,0.8751177
am,0.8747479
am,0.8699945
am,0.8736337
am,0.8733308
am,0.83648086
am,0.8381206
am,0.84541875
am,0.8389374
am,0.8509889
am,0.8275523
am,0.8414249
am,0.8308522
am,0.83982754
am,0.85488194
am,0.85196435
am,0.8603948
am,0.85148525
am,0.8404183
am,0.8548521
am,0.84861296
am,0.85478103
am,0.8392068
am,0.8426561
am,0.8418001
am,0.8320297
am,0.83072084
am,0.8290949
am,0.8273788
am,0.8603901
am,0.86526126
am,0.8259892
am,0.8210004
am,0.8385398
am,0.84059715
am,0.86313796
am,0.86376107
am,0.8678631
am,0.8681581
am,0.8550646
am,0.84941643
am,0.8734567
am,0.8701305
am,0.86690223
am,0.86767054
am,0.86167526
am,0.8519337
am,0.88295925
am,0.8803406
am,0.87460405
am,0.87631667
am,0.8782681
am,0.87805605
am,0.8667471
am,0.87279373
am,0.87353677
am,0.87813526
am,0.8844007
am,0.88599825
am,0.84916896
am,0.8560366
am,0.88218534
am,0.881645
am,0.87896556
am,0.88151604
am,0.8422459
am,0.8405333
am,0.85333383
am,0.8468232
am,0.8101948
am,0.81645876
am,0.8014631
am,0.810343
am,0.8114856
am,0.8179019
am,0.8628191
am,0.86490196
am,0.8446659
am,0.8490501
am,0.8659662
am,0.86430323
am,0.85115224
am,0.8606619
am,0.8623973
am,0.86489105
am,0.8417503
am,0.8518738
am,0.86322933
am,0.8669209
am,0.8738433
am,0.870517
am,0.88150036
am,0.88136846
am,0.8708129
am,0.8696639
am,0.8530212
am,0.8546434
am,0.8442587
am,0.8424921
am,0.8562403
am,0.8589483
am,0.8560982
am,0.85483
am,0.8557013
am,0.86075515
am,0.85495275
am,0.8553133
am,0.85588175
am,0.85808843
am,0.8454602
am,0.8416485
am,0.84631
am,0.8413151
am,0.846562
am,0.8449215
am,0.8715193
am,0.8703744
am,0.86326903
am,0.86471707
am,0.8683725
am,0.868358
am,0.8525193
am,0.85324866
am,0.86553377
am,0.8613869
am,0.85813046
am,0.8539331
am,0.8698276
am,0.86615527
am,0.86029226
am,0.8600853
am,0.86367315
am,0.8641348
am,0.8579623
am,0.8601596
ar,0.87994707
ar,0.8894089
ar,0.8694636
ar,0.8720203
ar,0.88047737
ar,0.88684887
ar,0.8866243
ar,0.8876386
ar,0.88512003
ar,0.89228594
ar,0.8904256
ar,0.89724106
ar,0.886165
ar,0.89336264
ar,0.89072865
ar,0.89460564
ar,0.88494784
ar,0.89511424
ar,0.8665304
ar,0.86786413
ar,0.88052
ar,0.87644625
ar,0.8763339
ar,0.8763427
ar,0.8786023
ar,0.88013864
ar,0.88108903
ar,0.880732
ar,0.8627827
ar,0.8675438
ar,0.87574697
ar,0.87522316
ar,0.87670004
ar,0.875056
ar,0.8740318
ar,0.86988634
ar,0.85855985
ar,0.86069757
ar,0.87392056
ar,0.8715687
ar,0.8699273
ar,0.864036
ar,0.86831087
ar,0.86747
ar,0.8673123
ar,0.8584754
ar,0.8679745
ar,0.86119294
ar,0.84885645
ar,0.84339976
ar,0.9034829
ar,0.9058294
ar,0.9045335
ar,0.90935713
ar,0.9051186
ar,0.90915155
ar,0.9027534
ar,0.9067687
ar,0.8926827
ar,0.89736825
ar,0.8957121
ar,0.89763516
ar,0.88069254
ar,0.88557017
ar,0.8986668
ar,0.90176535
ar,0.896498
ar,0.9001991
ar,0.8929008
ar,0.89623344
ar,0.8623993
ar,0.86771965
ar,0.87988937
ar,0.8776242
ar,0.87912047
ar,0.8747938
ar,0.87576646
ar,0.8729642
ar,0.8767227
ar,0.87685543
ar,0.8795891
ar,0.8788296
ar,0.87880814
ar,0.8799873
ar,0.88202286
ar,0.8841455
ar,0.8814719
ar,0.8834033
ar,0.86787456
ar,0.87185025
ar,0.8766773
ar,0.8721776
ar,0.8566453
ar,0.85385555
ar,0.8779278
ar,0.87647283
ar,0.8788273
ar,0.87545884
ar,0.8760191
ar,0.8775539
ar,0.90003484
ar,0.9016159
ar,0.90137845
ar,0.90552086
ar,0.89167166
ar,0.8961503
ar,0.90208644
ar,0.9072004
ar,0.8996443
ar,0.9032217
ar,0.90534467
ar,0.90674114
ar,0.8867644
ar,0.8892559
ar,0.9023121
ar,0.9047702
ar,0.89779574
ar,0.8983001
ar,0.9027018
ar,0.9025427
ar,0.8774192
ar,0.8776961
ar,0.8672879
ar,0.86971754
ar,0.8809997
ar,0.8770588
ar,0.8777469
ar,0.88039035
ar,0.88237834
ar,0.88185495
ar,0.8438244
ar,0.85181254
ar,0.8356536
ar,0.8361631
ar,0.85598254
ar,0.86795515
ar,0.8471876
ar,0.8587695
ar,0.84275264
ar,0.8621103
ar,0.84574026
ar,0.8558816
ar,0.8411111
ar,0.84879345
ar,0.84347343
ar,0.857212
ar,0.83743
ar,0.85710377
ar,0.84966457
ar,0.86406314
ar,0.8998756
ar,0.9061033
ar,0.9019316
ar,0.9081289
ar,0.8995851
ar,0.90293294
ar,0.90168166
ar,0.9086073
ar,0.89322346
ar,0.8964035
ar,0.8628205
ar,0.8655242
ar,0.86696017
ar,0.87523156
ar,0.8727165
ar,0.883392
ar,0.86450154
ar,0.8801508
ar,0.8656734
ar,0.8735983
ar,0.8802313
ar,0.88675463
ar,0.88279754
ar,0.8890201
ar,0.88347787
ar,0.8906882
ar,0.8832014
ar,0.8908593
ar,0.87468076
ar,0.8816516
ar,0.8659463
ar,0.8675754
ar,0.87743366
ar,0.8817404
ar,0.8795839
ar,0.883852
ar,0.87971413
ar,0.8860967
ar,0.88068926
ar,0.8887115
ar,0.90044916
ar,0.9113085
ar,0.89957273
ar,0.90923077
ar,0.89855546
ar,0.9067395
ar,0.88934606
ar,0.8963085
ar,0.9031309
ar,0.9131482
ar,0.8823154
ar,0.88819945
ar,0.884466
ar,0.8917282
ar,0.88494
ar,0.89185286
ar,0.8839706
ar,0.8892685
ar,0.8328554
ar,0.8434093
ar,0.8845536
ar,0.88770366
ar,0.8844957
ar,0.8919076
ar,0.83493936
ar,0.8430574
ar,0.88477296
ar,0.89091474
ar,0.8857998
ar,0.88897955
ar,0.8980447
ar,0.905301
ar,0.9030094
ar,0.91239196
ar,0.86111695
ar,0.8655948
ar,0.90017354
ar,0.910549
ar,0.9004163
ar,0.90903014
ar,0.85377413
ar,0.8585382
ar,0.86467105
ar,0.86552995
ar,0.8683359
ar,0.87043494
ar,0.86994004
ar,0.8718124
ar,0.8643029
ar,0.8656473
ar,0.86626714
ar,0.86415195
ar,0.87882406
ar,0.877823
ar,0.8847403
ar,0.88360924
ar,0.8765765
ar,0.8755641
ar,0.8848621
ar,0.88340145
ar,0.8804149
ar,0.877882
ar,0.8838909
ar,0.88186055
ar,0.8793435
ar,0.87816215
ar,0.8590882
ar,0.8609869
ar,0.8823174
ar,0.87955624
ar,0.853672
ar,0.86110747
ar,0.8677667
ar,0.8695902
ar,0.8672326
ar,0.86841536
ar,0.86835563
ar,0.87004584
ar,0.8626144
ar,0.86006856
ar,0.85355276
ar,0.84322524
ar,0.84354717
ar,0.8419117
ar,0.8620888
ar,0.85362536
ar,0.8646503
ar,0.8503833
ar,0.8649033
ar,0.8572282
ar,0.89406556
ar,0.8931687
ar,0.8037852
ar,0.76454157
ar,0.8054759
ar,0.7829776
ar,0.7982341
ar,0.7682468
ar,0.87097496
ar,0.874076
ar,0.8927498
ar,0.8930075
ar,0.8941626
ar,0.89478606
ar,0.8535989
ar,0.84626925
ar,0.8935199
ar,0.8940047
ar,0.892273
ar,0.8924381
ar,0.87974864
ar,0.88119626
ar,0.883298
ar,0.8825259
ar,0.8609998
ar,0.8622308
ar,0.88053495
ar,0.880644
ar,0.88222325
ar,0.88105905
ar,0.8780075
ar,0.8806984
ar,0.86779314
ar,0.87487406
ar,0.87711376
ar,0.8779973
ar,0.879765
ar,0.88270926
ar,0.88422334
ar,0.88547426
ar,0.87616825
ar,0.8776277
ar,0.88406414
ar,0.88601756
ar,0.87856144
ar,0.87906915
ar,0.8681481
ar,0.87250906
ar,0.8793309
ar,0.88201845
ar,0.8548724
ar,0.85968024
ar,0.87480813
ar,0.87573624
ar,0.86944807
ar,0.87226063
ar,0.87055576
ar,0.87206745
ar,0.8745819
ar,0.8759667
ar,0.8792999
ar,0.8795818
ar,0.87479603
ar,0.8743556
ar,0.8820121
ar,0.8818625
ar,0.86883926
ar,0.8705642
ar,0.87273294
ar,0.8771402
ar,0.88223386
ar,0.88191473
ar,0.87864554
ar,0.8781971
ar,0.8712735
ar,0.8707823
ar,0.8756126
ar,0.8739708
ar,0.8726699
ar,0.87299407
ar,0.86468154
ar,0.8571152
ar,0.88061106
ar,0.8801072
ar,0.8719671
ar,0.87140906
ar,0.87538284
ar,0.87706953
ar,0.87593436
ar,0.8769552
ar,0.87406826
ar,0.87747097
ar,0.711252
ar,0.74564475
ar,0.7372554
ar,0.7634487
ar,0.70894444
ar,0.7485031
ar,0.8739441
ar,0.8710469
ar,0.8843479
ar,0.88732094
ar,0.7100727
ar,0.73392045
ar,0.86421686
ar,0.867632
ar,0.69986236
ar,0.7358738
ar,0.7271021
ar,0.7518005
ar,0.85284555
ar,0.8561952
ar,0.8680517
ar,0.8700637
ar,0.8573878
ar,0.8549443
ar,0.86663085
ar,0.8686642
ar,0.87454814
ar,0.87443155
ar,0.8840759
ar,0.8865255
ar,0.8629911
ar,0.86390114
ar,0.88177174
ar,0.8851215
ar,0.8826658
ar,0.88661563
ar,0.8733105
ar,0.8725327
ar,0.8600893
ar,0.8627359
ar,0.8833009
ar,0.88833374
ar,0.8829631
ar,0.885978
ar,0.8843878
ar,0.8869868
ar,0.88551676
ar,0.88969135
ar,0.86628765
ar,0.869925
ar,0.86523426
ar,0.8629074
ar,0.86895406
ar,0.869295
ar,0.8666987
ar,0.86632067
ar,0.86750555
ar,0.87031984
ar,0.8687316
ar,0.8689037
ar,0.869705
ar,0.87312347
ar,0.86339307
ar,0.86241573
ar,0.8651514
ar,0.86106354
ar,0.8656448
ar,0.86455554
ar,0.885761
ar,0.8864536
ar,0.8888305
ar,0.8905846
ar,0.8883642
ar,0.8900755
ar,0.8681697
ar,0.87447125
ar,0.8816892
ar,0.88307244
ar,0.8736639
ar,0.88077575
ar,0.8866492
ar,0.88708705
ar,0.88402355
ar,0.88406897
ar,0.889479
ar,0.88930434
ar,0.8765313
ar,0.87290895
az,0.91312623
az,0.91651416
az,0.9107054
az,0.9100344
az,0.91120356
az,0.91507363
az,0.9171587
az,0.9179991
az,0.91753894
az,0.9201184
az,0.9239931
az,0.92687935
az,0.91879064
az,0.92278373
az,0.9244998
az,0.9246077
az,0.91980994
az,0.9238739
az,0.9167399
az,0.91702265
az,0.91565776
az,0.91708976
az,0.91350555
az,0.91605455
az,0.91485626
az,0.91794884
az,0.9178659
az,0.92027164
az,0.9059256
az,0.90607494
az,0.8913975
az,0.90717065
az,0.90455294
az,0.91445494
az,0.8954177
az,0.9084401
az,0.8945364
az,0.8907303
az,0.91881925
az,0.9188941
az,0.89523894
az,0.9019789
az,0.9116971
az,0.90943193
az,0.88652813
az,0.8950901
az,0.8792935
az,0.88967705
az,0.89522946
az,0.8941821
az,0.9254813
az,0.9231088
az,0.93095183
az,0.9266329
az,0.92635494
az,0.92483795
az,0.92643565
az,0.9236635
az,0.9210415
az,0.91760737
az,0.90375924
az,0.91205466
az,0.91103745
az,0.8960146
az,0.89996964
az,0.9097179
az,0.91321856
az,0.91736555
az,0.92401785
az,0.9228322
az,0.8971611
az,0.895257
az,0.9214145
az,0.9225183
az,0.91766274
az,0.918879
az,0.9184251
az,0.9183664
az,0.91974574
az,0.9204349
az,0.8919519
az,0.8995424
az,0.90177065
az,0.8981409
az,0.9022175
az,0.9095073
az,0.8883209
az,0.89891106
az,0.9018125
az,0.90150046
az,0.888282
az,0.89845496
az,0.9010816
az,0.90120494
az,0.8974077
az,0.9060994
az,0.8835208
az,0.89610773
az,0.89884657
az,0.8949803
az,0.9265213
az,0.92432797
az,0.93241256
az,0.92888665
az,0.9191389
az,0.9128551
az,0.92854506
az,0.92711836
az,0.9292311
az,0.92588884
az,0.90405804
az,0.9101531
az,0.9169942
az,0.91191167
az,0.9155474
az,0.91897243
az,0.9068611
az,0.9054765
az,0.90618914
az,0.91024274
az,0.9181581
az,0.9183217
az,0.89675695
az,0.89507914
az,0.91717184
az,0.9184205
az,0.91890126
az,0.92034787
az,0.9210191
az,0.9221813
az,0.8661511
az,0.8758007
az,0.9017218
az,0.89875597
az,0.90184045
az,0.9091417
az,0.89352304
az,0.90063876
az,0.8902723
az,0.90052956
az,0.8957761
az,0.8959994
az,0.87150276
az,0.88048613
az,0.88747644
az,0.9009803
az,0.88185424
az,0.8982088
az,0.89433
az,0.9070216
az,0.92688763
az,0.92369026
az,0.9299545
az,0.9257202
az,0.92358965
az,0.92265266
az,0.9261378
az,0.9244528
az,0.9132197
az,0.9042602
az,0.9042481
az,0.90413964
az,0.907106
az,0.9101838
az,0.91411227
az,0.91703635
az,0.90452695
az,0.9094192
az,0.89131427
az,0.88531715
az,0.9187889
az,0.9220352
az,0.91650486
az,0.92027766
az,0.9202287
az,0.9242872
az,0.91972286
az,0.9245881
az,0.8949368
az,0.90433264
az,0.89741814
az,0.9037145
az,0.916498
az,0.918936
az,0.9174578
az,0.9209083
az,0.9177657
az,0.9208242
az,0.9140233
az,0.91611356
az,0.92793626
az,0.9271987
az,0.92599773
az,0.925253
az,0.923986
az,0.9246063
az,0.913508
az,0.91152805
az,0.92624944
az,0.9274263
az,0.9205113
az,0.9228119
az,0.920496
az,0.9246903
az,0.9216514
az,0.9248872
az,0.91725
az,0.9205308
az,0.8976278
az,0.9052376
az,0.91843545
az,0.9203123
az,0.9139656
az,0.9162401
az,0.89833105
az,0.90404445
az,0.91814584
az,0.920893
az,0.9186152
az,0.9210732
az,0.92255664
az,0.9233879
az,0.9264241
az,0.9266751
az,0.9105464
az,0.9050755
az,0.9268589
az,0.92609614
az,0.9265737
az,0.9252515
az,0.8907439
az,0.89356714
az,0.9100542
az,0.9108118
az,0.9137674
az,0.9146721
az,0.9108123
az,0.9111876
az,0.9106673
az,0.911216
az,0.823935
az,0.82514703
az,0.8400365
az,0.8432087
az,0.8673717
az,0.8729777
az,0.8220731
az,0.82559556
az,0.9071321
az,0.9052652
az,0.9107403
az,0.90928465
az,0.9146927
az,0.9140111
az,0.9125207
az,0.9114704
az,0.8950937
az,0.8952712
az,0.91117996
az,0.9105481
az,0.9197015
az,0.919959
az,0.9170146
az,0.91772443
az,0.8979109
az,0.90015393
az,0.9151968
az,0.915662
az,0.91584986
az,0.91495484
az,0.89248806
az,0.886879
az,0.8768344
az,0.8759641
az,0.8619837
az,0.86306196
az,0.85465056
az,0.8562513
az,0.87624097
az,0.87752163
az,0.92331225
az,0.92176086
az,0.93209606
az,0.93008316
az,0.9323606
az,0.9307131
az,0.930182
az,0.9283596
az,0.90809864
az,0.911181
az,0.923075
az,0.92337066
az,0.92429405
az,0.9250178
az,0.9030487
az,0.9048128
az,0.9185703
az,0.9188189
az,0.92307323
az,0.9236354
az,0.91395307
az,0.91346747
az,0.91606945
az,0.91474265
az,0.8943847
az,0.8930142
az,0.91273946
az,0.91183764
az,0.9123067
az,0.9122754
az,0.87015224
az,0.87526953
az,0.86791945
az,0.8802855
az,0.90442115
az,0.90321195
az,0.87830216
az,0.8908712
az,0.8909394
az,0.8984618
az,0.90517825
az,0.9079003
az,0.89482707
az,0.90495676
